Issue Type,Issue key,Issue id,Parent id,Assignee,Status,Custom field (Planned Prod Deployment),Resolution,Updated,Due Date,Custom field (CMS Product Name),Custom field (Vulnerability Title),Custom field (Asset Names),Custom field (Service Port),Summary,Custom field (Vulnerability Proof),Custom field (Proof),Custom field (Package Details Dynamic),Custom field (Misconfiguration Description),Custom field (Misconfiguration Solution)
Vulnerability item,GCPSCC-3979460,1546956,6998726.0,usr8c027,In Progress,,,16/Apr/2026 5:50 AM,05/Jun/2024 12:00 AM,,,,,SERVICE_ACCOUNT_KEY_NOT_ROTATED,,,,"User-managed service account keys should be rotated every 90 days to ensure that data cannot be accessed with an old key which might have been lost, cracked, or 2b2ec065.internal Tags: environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red","Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108972294176883769328?project=dbg-statistix-prod-587742a4 to manage keys. Create a new key, replace existing key in applications and then delete the obsolete key."
Vulnerability item,PT-4208400,6738698,7787515.0,usr71f22,In Progress,,,16/Apr/2026 6:22 AM,15/Jul/2024 12:00 AM,,,,,192519n59-1-03,,,,,
Vulnerability item,PT-2311650,7130531,7787515.0,usr71f22,In Progress,,,16/Apr/2026 6:22 AM,11/Jan/2025 12:00 AM,,,,,192519n59-1-01,,,,,
Vulnerability item,PT-8512017,7376839,7787515.0,usr71f22,In Progress,,,16/Apr/2026 6:22 AM,15/Jul/2024 12:00 AM,,,,,192519n59-1-02,,,,,
Vulnerability item,GCPSCC-7152067,2110560,6998726.0,usr8c027,In Progress,,,16/Apr/2026 5:47 AM,05/Jun/2024 12:00 AM,,,,,USER_MANAGED_SERVICE_ACCOUNT_KEY,,,,"Service accounts should not have user-managed keys because they can be easily leaked. Learn more at https://aff9c55d.internal/iam/docs/understanding-service-accounts#managing_service_account_keysProject Tags: environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red",Go to https://9d0815de.internal/iam-admin/serviceaccounts/details/108972294176883769328?project=dbg-statistix-prod-587742a4 to manage keys. Delete user-managed service account keys if they are not used by any application.
Vulnerability item,NXP-8949926,7512139,859597.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,e018b5bc.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",b8a0824d.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-6634750,3714091,859597.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,e018b5bc.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",b8a0824d.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-5754995,3478951,1166001.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,13afc9e4.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",5c186c59.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3448551,2433584,1166001.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,13afc9e4.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",5c186c59.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3684206,2525886,8553144.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,37b52a9a.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",dda9fa61.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-140508,1471548,8553144.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,37b52a9a.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",dda9fa61.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-5894613,5517654,2618573.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,5c9c1b35.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",4cee6c5b.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8642654,1841925,2618573.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,5c9c1b35.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",4cee6c5b.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-5935135,6215661,3619920.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,ceca5996.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",d8f23eed.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8299378,4600044,3619920.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,ceca5996.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",d8f23eed.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-7443648,984355,8703275.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,37fa2fa5.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",37fa2fa5.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-6441189,8942491,8703275.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,37fa2fa5.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",37fa2fa5.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3729945,1918337,8146997.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,a50566b7.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",a50566b7.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3900503,3664592,8146997.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,a50566b7.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",a50566b7.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8329281,1824814,8074385.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,8fd3bf88.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",8fd3bf88.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3503909,5391488,8074385.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,8fd3bf88.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",8fd3bf88.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-1633273,4521746,4130292.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,fc87792d.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",fc87792d.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-6655423,461868,4130292.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:19 AM,15/Apr/2025 12:00 AM,fc87792d.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",fc87792d.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8530153,8030891,1242595.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,e0399400.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",e60db565.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-2668556,8134391,1242595.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,e0399400.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",e60db565.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8085213,2225782,962256.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,3d07596f.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",6da093bb.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3413712,763404,962256.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,3d07596f.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",6da093bb.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-8515953,4636279,4551593.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,0ae9eb2f.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",68825af5.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-2568847,5945123,4551593.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,0ae9eb2f.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",68825af5.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-7266646,2769899,752592.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,10822b9b.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",8b1a0637.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-1547117,2664493,752592.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,10822b9b.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",8b1a0637.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-1148239,1823459,3409930.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,1a93f07a.internal,"Java CPU April 2024 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2017-92784)",72eec3c3.internal,0,jre-vuln-CVE-2017-68001,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,NXP-3127261,3536906,3409930.0,usr8c027,Risk Covered,,Resolved,19/Apr/2026 12:20 AM,15/Apr/2025 12:00 AM,1a93f07a.internal,"Java CPU January 2017 Java SE, Java SE Embedded, JRockit RMI vulnerability (CVE-2009-90190)",72eec3c3.internal,0,jre-vuln-CVE-2009-81041,"Vulnerable OS: Red Hat Enterprise Linux 8.10


Vulnerable software installed: Oracle JRE 1.8.0.91 (/stxbase/stxapp/oracle/client/product/12.2.0/client_1/jdk/jre/lib/rt.jar)",,,,
Vulnerability item,GCPSCC-7778681,1579471,586470.0,usr4276d,In Progress,,,16/Apr/2026 5:38 AM,14/Nov/2025 12:00 AM,,,,,ADMIN_SERVICE_ACCOUNT,,,,"A service account has Admin, Owner, or Editor privileges. It is recommended that no user-created service accounts have Admin, Owner or Editor 4017d9c6.internal Tags: productlineid:0001996383,supportgroupid:0001997404,segregationarea:yellow,applicationid:aid019,costcenter:0001_b1-50318,environment:simulation","Go to https://9d0815de.internal/iam-admin/iam?project=dbg-stx-infra-simu-cf to review the policy. The following accounts have Admin, Owner, or Editor roles: [serviceAccount:sa-ansible-simu@333922d4.internal]"
Vulnerability item,GCPSCC-2935763,3230489,2696230.0,usr4276d,In Progress,,,16/Apr/2026 5:38 AM,18/May/2025 12:00 AM,,,,,ADMIN_SERVICE_ACCOUNT,,,,"A service account has Admin, Owner, or Editor privileges. It is recommended that no user-created service accounts have Admin, Owner or Editor 4017d9c6.internal Tags: environment:production,productlineid:0001996383,supportgroupid:0001997404,applicationid:aid019,costcenter:0001_b1-50318,segregationarea:red","Go to https://9d0815de.internal/iam-admin/iam?project=dbg-stx-infra-prod-3e to review the policy. The following accounts have Admin, Owner, or Editor roles: [serviceAccount:sa-ansible-prod@22b6a9c6.internal]"
Vulnerability item,NXP-4802533,4367354,1028143.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,24/Oct/2023 12:00 AM,3b489c19.internal,X.509 Certificate Subject CN Does Not Match the Entity Name,67b76e92.internal,216,certificate-common-name-mismatch,"The subject common name found in the X.509 certificate does not seem to match the scan target:
 * Subject CN eb84f0fa-b4e0-61dd-8c79-e5383142a132 does not match target name specified in the site.

 * Subject CN eb84f0fa-b4e0-61dd-8c79-e5383142a132 does not match DNS name specified in the site.

 * Subject CN eb84f0fa-b4e0-61dd-8c79-e5383142a132 could not be resolved to an IP address via DNS lookup",,,,
Vulnerability item,NXP-2640843,5742274,8858213.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,9375bcd0.internal,SNMP credentials transmitted in cleartext,7d5632bf.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-2288402,7034702,6526600.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,c92f858a.internal,SNMP credentials transmitted in cleartext,2087fb09.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-8124422,3975596,2428312.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,24/Oct/2023 12:00 AM,2dd70f02.internal,X.509 Certificate Subject CN Does Not Match the Entity Name,28f10864.internal,216,certificate-common-name-mismatch,"The subject common name found in the X.509 certificate does not seem to match the scan target:
 * Subject CN 74c6d3f0-27b2-4554-8e97-d067cda4e74b does not match target name specified in the site.

 * Subject CN 74c6d3f0-27b2-4554-8e97-d067cda4e74b does not match DNS name specified in the site.

 * Subject CN 74c6d3f0-27b2-4554-8e97-d067cda4e74b could not be resolved to an IP address via DNS lookup",,,,
Vulnerability item,NXP-8461375,1447304,5564803.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,36b492fe.internal,SNMP credentials transmitted in cleartext,45010bbd.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-7457981,2263475,8004163.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,24/Oct/2023 12:00 AM,d5090850.internal,X.509 Certificate Subject CN Does Not Match the Entity Name,6eef0d3a.internal,216,certificate-common-name-mismatch,"The subject common name found in the X.509 certificate does not seem to match the scan target:
 * Subject CN e8d8e35d-b48a-6c58-a8b5-e1fcded26ec9 does not match target name specified in the site.

 * Subject CN e8d8e35d-b48a-6c58-a8b5-e1fcded26ec9 does not match DNS name specified in the site.

 * Subject CN e8d8e35d-b48a-6c58-a8b5-e1fcded26ec9 could not be resolved to an IP address via DNS lookup",,,,
Vulnerability item,NXP-6103741,1541573,618854.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,ef16ac1a.internal,SNMP credentials transmitted in cleartext,0df1357c.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-3837894,8941573,416328.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,c872244c.internal,SNMP credentials transmitted in cleartext,7ae23a04.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-3691400,6350793,6999749.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,2ce9e8a9.internal,SNMP credentials transmitted in cleartext,4fed5ab5.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-4512365,3372230,5362908.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,24/Oct/2023 12:00 AM,f56a665f.internal,X.509 Certificate Subject CN Does Not Match the Entity Name,45d59c22.internal,216,certificate-common-name-mismatch,"The subject common name found in the X.509 certificate does not seem to match the scan target:
 * Subject CN e8d8e35d-b48a-6c58-a8b5-e1fcded26ec9 does not match target name specified in the site.

 * Subject CN e8d8e35d-b48a-6c58-a8b5-e1fcded26ec9 does not match DNS name specified in the site.

 * Subject CN e8d8e35d-b48a-6c58-a8b5-e1fcded26ec9 could not be resolved to an IP address via DNS lookup",,,,
Vulnerability item,NXP-1256897,6202089,8989240.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,05429a06.internal,SNMP credentials transmitted in cleartext,b2c37c90.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-7934166,5106751,7853549.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,7822817c.internal,SNMP credentials transmitted in cleartext,b5feb8a5.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-5204451,4200274,5143763.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,6c6cd1cd.internal,SNMP credentials transmitted in cleartext,e635c18a.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,NXP-3320285,3768224,7342165.0,usr71f22,Risk Covered,,Resolved,28/Apr/2026 2:09 PM,18/Jan/2023 12:00 AM,d2a5600d.internal,SNMP credentials transmitted in cleartext,0736fe8d.internal,161,snmp-cleartext-credential,Successfully authenticated to the SNMP v1/v2c service.,,,,
Vulnerability item,R7C-197872,132469,8022697.0,usr71f22,Risk Covered,,Resolved,29/Apr/2026 10:17 AM,18/Jul/2025 12:00 AM,db046bfe.internal,,,,1.1.2.2.2. Ensure nodev option set on /dev/shm partition,,"This is a complex check. Operator = AND
1. 3122492d.internal.redhat_enterprise_linux_7-def-1013: FAIL
* Based on the following 1 results:
* 1. 1. At least one specified ShellCommand entry must match the given criteria. At least one evaluation must pass.
** 
| {noformat} Entry 1 findings: {noformat}|{noformat} FAIL {noformat} |
| {noformat} command: XCCDF_VALUE_REGEX=""/dev/shm:nodev"";l_output="""" l_output2="""";while IFS="":"" read -r l_mount_point l_mount_point_option; do if findmnt -kn ""$l_mount_point"" &>/dev/null; then if findmnt -kn ""$l_mount_point"" | grep -Pq ""\b$l_mount_point_option\b""; then l_output="" - Mount point option: \""$l_mount_point_option\"" exists on: \""$l_mount_point\"""";else l_output2="" - Mount point option: \""$l_mount_point_option\"" does not exist on: \""$l_mount_point\"""";fi;else l_output="" - Not applicable. Mount point \""$l_mount_point\"" does not exist on the system"";fi;done <<< ""$XCCDF_VALUE_REGEX"";if [ -z ""$l_output2"" ]; then echo -e ""\n- Audit Result:\n  *** PASS ***\n- * Correctly set * :\n$l_output\n"";echo ""XCCDF_RESULT:PASS"";else echo -e ""\n- Audit Result:\n  ** FAIL **\n - * Reasons for audit failure * :\n$l_output2\n"";[ -n ""$l_output"" ] && echo -e "" - * Correctly set * :\n$l_output\n"";echo ""XCCDF_RESULT:FAIL"";fi; {noformat} |
| {noformat} line_selection: .+ {noformat} |
| {noformat} stdout_line: - Audit Result: {noformat} |
| {noformat} stdout_line:   ** FAIL ** {noformat} |
| {noformat} stdout_line:  - * Reasons for audit failure * : {noformat} |
| {noformat} stdout_line:  - Mount point option: ""nodev"" does not exist on: ""/dev/shm"" {noformat} |
| {noformat} stdout_line: XCCDF_RESULT:FAIL {noformat} |
",,,
